PRIMARY_COM_NAME;SCI_NAME
Common Eider (Hudson Bay);Somateria mollissima sedentaria
Common Shelduck x Common Eider (hybrid);Tadorna tadorna x Somateria mollissima
Mallard x Common Eider (hybrid);Anas platyrhynchos x Somateria mollissima
King x Common Eider (hybrid);Somateria spectabilis x mollissima
King/Common Eider;Somateria spectabilis/mollissima
eider sp.;Polysticta/Somateria sp.
Harlequin Duck;Histrionicus histrionicus
Surf Scoter;Melanitta perspicillata
Velvet Scoter;Melanitta fusca
White-winged Scoter;Melanitta deglandi
Stejneger's Scoter;Melanitta stejnegeri
Surf x White-winged Scoter (hybrid);Melanitta perspicillata x deglandi
White-winged x Stejneger's Scoter (hybrid);Melanitta deglandi x stejnegeri
Velvet/White-winged/Stejneger's Scoter;Melanitta fusca/deglandi/stejnegeri
White-winged/Stejneger's Scoter;Melanitta deglandi/stejnegeri
Common Scoter;Melanitta nigra
Black Scoter;Melanitta americana
Surf/Black Scoter;Melanitta perspicillata/americana
Common/Black Scoter;Melanitta nigra/americana
scoter sp.;Melanitta sp.
Long-tailed Duck;Clangula hyemalis
Bufflehead;Bucephala albeola
Common Goldeneye;Bucephala clangula
Bufflehead x Common Goldeneye (hybrid);Bucephala albeola x clangula
Bufflehead x goldeneye sp. (hybrid);Bucephala albeola x clangula/islandica
Barrow's Goldeneye;Bucephala islandica
Bufflehead x Barrow's Goldeneye (hybrid);Bucephala albeola x islandica
Common x Barrow's Goldeneye (hybrid);Bucephala clangula x islandica
Common/Barrow's Goldeneye;Bucephala clangula/islandica
Smew;Mergellus albellus
Common Goldeneye x Smew (hybrid);Bucephala clangula x Mergellus albellus
Hooded Merganser;Lophodytes cucullatus
Wood Duck x Hooded Merganser (hybrid);Aix sponsa x Lophodytes cucullatus
Bufflehead x Hooded Merganser (hybrid);Bucephala albeola x Lophodytes cucullatus
Common Goldeneye x Hooded Merganser (hybrid);Bucephala clangula x Lophodytes cucullatus
Barrow's Goldeneye x Hooded Merganser (hybrid);Bucephala islandica x Lophodytes cucullatus
goldeneye sp. x Hooded Merganser (hybrid);Bucephala clangula/islandica x Lophodytes cucullatus
Smew x Hooded Merganser (hybrid);Mergellus albellus x Lophodytes cucullatus
Auckland Islands Merganser;Mergus australis
Common Merganser;Mergus merganser
Common Merganser (Eurasian);Mergus merganser merganser/orientalis
Common Merganser (North American);Mergus merganser americanus
Common Eider x Common Merganser (hybrid);Somateria mollissima x Mergus merganser
Hooded x Common Merganser (hybrid);Lophodytes cucullatus x Mergus merganser
Brazilian Merganser;Mergus octosetaceus
Red-breasted Merganser;Mergus serrator
Ring-necked Duck x Red-breasted Merganser (hybrid);Aythya collaris x Mergus serrator
Common x Red-breasted Merganser (hybrid);Mergus merganser x serrator
Common/Red-breasted Merganser;Mergus merganser/serrator
Scaly-sided Merganser;Mergus squamatus
merganser sp.;Mergellus/Lophodytes/Mergus sp.
Black-headed Duck;Heteronetta atricapilla
Masked Duck;Nomonyx dominicus
Ruddy Duck;Oxyura jamaicensis
Masked/Ruddy Duck;Nomonyx dominicus/Oxyura jamaicensis
Andean Duck;Oxyura ferruginea
Andean Duck (andina);Oxyura ferruginea andina
Andean Duck (ferruginea);Oxyura ferruginea ferruginea
White-headed Duck;Oxyura leucocephala
Ruddy x White-headed Duck (hybrid);Oxyura jamaicensis x leucocephala
Maccoa Duck;Oxyura maccoa
Lake Duck;Oxyura vittata
Andean/Lake Duck;Oxyura ferruginea/vittata
Blue-billed Duck;Oxyura australis
Musk Duck;Biziura lobata
duck sp.;Anatidae (duck sp.)
waterfowl sp.;Anatidae sp.
Australian Brushturkey;Alectura lathami
Australian Brushturkey (Purple-pouched);Alectura lathami purpureicollis
Australian Brushturkey (Yellow-pouched);Alectura lathami lathami
Wattled Brushturkey;Aepypodius arfakianus
Waigeo Brushturkey;Aepypodius bruijnii
Red-billed Brushturkey;Talegalla cuvieri
Yellow-legged Brushturkey;Talegalla fuscirostris
Red-legged Brushturkey;Talegalla jobiensis
Talegalla sp.;Talegalla sp.
Malleefowl;Leipoa ocellata
Maleo;Macrocephalon maleo
Moluccan Megapode;Eulipoa wallacei
Tongan Megapode;Megapodius pritchardii
Micronesian Megapode;Megapodius laperouse
Nicobar Megapode;Megapodius nicobariensis
Philippine Megapode;Megapodius cumingii
Sula Megapode;Megapodius bernsteinii
Tanimbar Megapode;Megapodius tenimberensis
Dusky Megapode;Megapodius freycinet
Dusky Megapode (Dusky);Megapodius freycinet [freycinet Group]
Dusky Megapode (Forsten's);Megapodius freycinet forsteni/buruensis
Biak Megapode;Megapodius geelvinkianus
Melanesian Megapode;Megapodius eremita
Vanuatu Megapode;Megapodius layardi
New Guinea Megapode;Megapodius decollatus
Orange-footed Megapode;Megapodius reinwardt
Highland Guan;Penelopina nigra
Black Guan;Chamaepetes unicolor
Sickle-winged Guan;Chamaepetes goudotii
Sickle-winged Guan (Santa Marta);Chamaepetes goudotii sanctaemarthae
Sickle-winged Guan (West Andean);Chamaepetes goudotii goudotii/fagani
Sickle-winged Guan (East Andean);Chamaepetes goudotii tschudii
Sickle-winged Guan (South Andean);Chamaepetes goudotii rufiventris
Wattled Guan;Aburria aburri
Black-fronted Piping-Guan;Pipile jacutinga
Trinidad Piping-Guan;Pipile pipile
Blue-throated Piping-Guan;Pipile cumanensis
White-throated Piping-Guan;Pipile grayi
Blue-throated/White-throated Piping-Guan;Pipile cumanensis/grayi
Red-throated Piping-Guan;Pipile cujubi
Red-throated Piping-Guan (White-crested);Pipile cujubi nattereri
Red-throated Piping-Guan (Gray-crested);Pipile cujubi cujubi
White-throated x Red-throated Piping-Guan (hybrid);Pipile grayi x cujubi
White-throated/Red-throated Piping-Guan;Pipile grayi/cujubi
Band-tailed Guan;Penelope argyrotis
Band-tailed Guan (Santa Marta);Penelope argyrotis colombiana
Band-tailed Guan (Band-tailed);Penelope argyrotis argyrotis/albicauda
Yungas Guan;Penelope bridgesi
Dusky-legged Guan;Penelope obscura
White-crested Guan;Penelope pileata
Chestnut-bellied Guan;Penelope ochrogaster
White-browed Guan;Penelope jacucaca
Bearded Guan;Penelope barbata
Crested Guan;Penelope purpurascens
Rusty-margined Guan;Penelope superciliaris
Rusty-margined Guan (Blue-faced);Penelope superciliaris pseudonyma
Rusty-margined Guan (Gray-faced);Penelope superciliaris [superciliaris Group]
Dusky-legged/Rusty-margined Guan;Penelope obscura/superciliaris
Marail Guan;Penelope marail
White-winged Guan;Penelope albipennis
Baudo Guan;Penelope ortoni
Andean Guan;Penelope montagnii
Andean Guan (Northern);Penelope montagnii [montagnii Group]
Andean Guan (Southern);Penelope montagnii sclateri/plumosa
Red-faced Guan;Penelope dabbenei
Spix's Guan;Penelope jacquacu
Spix's Guan (Grant's);Penelope jacquacu granti
Spix's Guan (Spix's);Penelope jacquacu [jacquacu Group]
Marail/Spix's Guan;Penelope marail/jacquacu
Cauca Guan;Penelope perspicax
Penelope sp.;Penelope sp.
Horned Guan;Oreophasis derbianus
Nocturnal Curassow;Nothocrax urumutum
Helmeted Curassow;Pauxi pauxi
Sira Curassow;Pauxi koepckeae
Horned Curassow;Pauxi unicornis
Crestless Curassow;Mitu tomentosum
Alagoas Curassow;Mitu mitu
Salvin's Curassow;Mitu salvini
Razor-billed Curassow;Mitu tuberosum
Yellow-knobbed Curassow;Crax daubentoni
Great Curassow;Crax rubra
Blue-billed Curassow;Crax alberti
Wattled Curassow;Crax globulosa
Red-billed Curassow;Crax blumenbachii
Black Curassow;Crax alector
Bare-faced Curassow;Crax fasciolata
Bare-faced Curassow (Belem);Crax fasciolata pinima
Bare-faced Curassow (Bare-faced);Crax fasciolata fasciolata/grayi
curassow sp.;Cracidae sp. (curassow sp.)
Plain Chachalaca;Ortalis vetula
White-bellied Chachalaca;Ortalis leucogastra
West Mexican Chachalaca;Ortalis poliocephala
Rufous-bellied Chachalaca;Ortalis wagleri
West Mexican x Rufous-bellied Chachalaca (hybrid);Ortalis poliocephala x wagleri
Gray-headed Chachalaca;Ortalis cinereiceps
Rufous-headed Chachalaca;Ortalis erythroptera
Variable Chachalaca;Ortalis motmot
Chestnut-headed Chachalaca;Ortalis ruficeps
Chaco Chachalaca;Ortalis canicollis
Colombian Chachalaca;Ortalis columbiana
Speckled Chachalaca;Ortalis guttata
Speckled Chachalaca (Speckled);Ortalis guttata guttata/subaffinis
Speckled Chachalaca (Parana);Ortalis guttata remota
Buff-browed Chachalaca;Ortalis superciliaris
East Brazilian Chachalaca;Ortalis araucuan
Scaled Chachalaca;Ortalis squamata
Chestnut-winged Chachalaca;Ortalis garrula
Rufous-vented Chachalaca;Ortalis ruficauda
Rufous-vented Chachalaca (Rufous-vented);Ortalis ruficauda ruficrissa
Rufous-vented Chachalaca (Rufous-tipped);Ortalis ruficauda ruficauda
chachalaca sp.;Ortalis sp.
Cracidae sp.;Cracidae sp.
Helmeted Guineafowl;Numida meleagris
Helmeted Guineafowl (Moroccan);Numida meleagris sabyi
Helmeted Guineafowl (West African);Numida meleagris galeatus
Helmeted Guineafowl (Helmeted);Numida meleagris meleagris/somaliensis
Helmeted Guineafowl (Reichenow's);Numida meleagris reichenowi
Helmeted Guineafowl (Tufted);Numida meleagris [mitratus Group]
Helmeted Guineafowl (Domestic type);Numida meleagris (Domestic type)
White-breasted Guineafowl;Agelastes meleagrides
Black Guineafowl;Agelastes niger
Vulturine Guineafowl;Acryllium vulturinum
Plumed Guineafowl;Guttera plumifera
Eastern Crested Guineafowl;Guttera pucherani
Western Crested Guineafowl;Guttera verreauxi
Southern Crested Guineafowl;Guttera edouardi
crested guineafowl sp.;Guttera pucherani/verreauxi/edouardi
Stone Partridge;Ptilopachus petrosus
Stone Partridge (Stone);Ptilopachus petrosus petrosus
Stone Partridge (Ethiopian);Ptilopachus petrosus major
Nahan's Partridge;Ptilopachus nahani
Tawny-faced Quail;Rhynchortyx cinctus
Mountain Quail;Oreortyx pictus
Buffy-crowned Wood-Partridge;Dendrortyx leucophrys
Long-tailed Wood-Partridge;Dendrortyx macroura
Bearded Wood-Partridge;Dendrortyx barbatus
Banded Quail;Philortyx fasciatus
Northern Bobwhite;Colinus virginianus
Northern Bobwhite (Eastern);Colinus virginianus [virginianus Group]
Northern Bobwhite (graysoni/nigripectus);Colinus virginianus graysoni/nigripectus
Northern Bobwhite (pectoralis Group);Colinus virginianus [pectoralis Group]
Northern Bobwhite (Masked);Colinus virginianus [coyoleos Group]
Black-throated Bobwhite;Colinus nigrogularis
Spot-bellied Bobwhite;Colinus leucopogon
Spot-bellied Bobwhite (White-breasted);Colinus leucopogon hypoleucus/incanus
Spot-bellied Bobwhite (White-faced);Colinus leucopogon leucopogon
Spot-bellied Bobwhite (Dark-chinned);Colinus leucopogon [sclateri Group]
Crested Bobwhite;Colinus cristatus
Crested Bobwhite (Colombian);Colinus cristatus [cristatus Group]
Crested Bobwhite (Venezuelan);Colinus cristatus [parvicristatus Group]
Scaled Quail;Callipepla squamata
Northern Bobwhite x Scaled Quail (hybrid);Colinus virginianus x Callipepla squamata
Elegant Quail;Callipepla douglasii
California Quail;Callipepla californica
Northern Bobwhite x California Quail (hybrid);Colinus virginianus x Callipepla californica
Scaled x California Quail (hybrid);Callipepla squamata x californica
Gambel's Quail;Callipepla gambelii
Scaled x Gambel's Quail (hybrid);Callipepla squamata x gambelii
California x Gambel's Quail (hybrid);Callipepla californica x gambelii
California/Gambel's Quail;Callipepla californica/gambelii
Montezuma Quail;Cyrtonyx montezumae
Montezuma Quail (Montezuma);Cyrtonyx montezumae [montezumae Group]
Montezuma Quail (Salle's);Cyrtonyx montezumae sallei/rowleyi
Ocellated Quail;Cyrtonyx ocellatus
Singing Quail;Dactylortyx thoracicus
Marbled Wood-Quail;Odontophorus gujanensis
Spot-winged Wood-Quail;Odontophorus capueira
Black-eared Wood-Quail;Odontophorus melanotis
Black-fronted Wood-Quail;Odontophorus atrifrons
Rufous-fronted Wood-Quail;Odontophorus erythrops
Chestnut Wood-Quail;Odontophorus hyperythrus
Dark-backed Wood-Quail;Odontophorus melanonotus
Rufous-breasted Wood-Quail;Odontophorus speciosus
Tacarcuna Wood-Quail;Odontophorus dialeucos
Gorgeted Wood-Quail;Odontophorus strophium
Venezuelan Wood-Quail;Odontophorus columbianus
Black-breasted Wood-Quail;Odontophorus leucolaemus
Pasco Wood-Quail (undescribed form);Odontophorus [undescribed form]
Stripe-faced Wood-Quail;Odontophorus balliviani
Starred Wood-Quail;Odontophorus stellatus
Spotted Wood-Quail;Odontophorus guttatus
wood-quail sp.;Odontophorus sp.
new world quail sp.;Odontophoridae sp.
Udzungwa Partridge;Xenoperdix udzungwensis
Udzungwa Partridge (Udzungwa);Xenoperdix udzungwensis udzungwensis
Udzungwa Partridge (Rubeho);Xenoperdix udzungwensis obscuratus
Ferruginous Partridge;Caloperdix oculeus
Crested Partridge;Rollulus rouloul
Black Partridge;Melanoperdix niger
Hill Partridge;Arborophila torqueola
Sichuan Partridge;Arborophila rufipectus
Chestnut-breasted Partridge;Arborophila mandellii
White-necklaced Partridge;Arborophila gingica
Rufous-throated Partridge;Arborophila rufogularis
Red-billed Partridge;Arborophila rubrirostris
Chestnut-headed Partridge;Arborophila cambodiana
Chestnut-headed Partridge (Siamese);Arborophila cambodiana diversa
Chestnut-headed Partridge (Chestnut-headed);Arborophila cambodiana cambodiana/chandamonyi
Hainan Partridge;Arborophila ardens
Taiwan Partridge;Arborophila crudigularis
White-cheeked Partridge;Arborophila atrogularis
Bar-backed Partridge;Arborophila brunneopectus
Orange-necked Partridge;Arborophila davidi
Red-breasted Partridge;Arborophila hyperythra
Malayan Partridge;Arborophila campbelli
Roll's Partridge;Arborophila rolli
Sumatran Partridge;Arborophila sumatrana
Roll's/Sumatran Partridge;Arborophila rolli/sumatrana
Chestnut-bellied Partridge;Arborophila javanica
Gray-breasted Partridge;Arborophila orientalis
Snow Partridge;Lerwa lerwa
Blood Pheasant;Ithaginis cruentus
Western Tragopan;Tragopan melanocephalus
Satyr Tragopan;Tragopan satyra
Blyth's Tragopan;Tragopan blythii
Temminck's Tragopan;Tragopan temminckii
Cabot's Tragopan;Tragopan caboti
Chestnut-throated Monal-Partridge;Tetraophasis obscurus
Buff-throated Monal-Partridge;Tetraophasis szechenyii
Himalayan Monal;Lophophorus impejanus
Sclater's Monal;Lophophorus sclateri
Sclater's Monal (White-tailed);Lophophorus sclateri arunachalensis
Sclater's Monal (Band-tailed);Lophophorus sclateri sclateri/orientalis
Chinese Monal;Lophophorus lhuysii
Koklass Pheasant;Pucrasia macrolopha
Wild Turkey;Meleagris gallopavo
Wild Turkey (Domestic type);Meleagris gallopavo (Domestic type)
Ocellated Turkey;Meleagris ocellata
Ruffed Grouse;Bonasa umbellus
Hazel Grouse;Tetrastes bonasia
Chinese Grouse;Tetrastes sewerzowi
Greater Sage-Grouse;Centrocercus urophasianus
Gunnison Sage-Grouse;Centrocercus minimus
Greater/Gunnison Sage-Grouse;Centrocercus urophasianus/minimus
Dusky Grouse;Dendragapus obscurus
Sooty Grouse;Dendragapus fuliginosus
Dusky x Sooty Grouse (hybrid);Dendragapus obscurus x fuliginosus
Dusky/Sooty Grouse;Dendragapus obscurus/fuliginosus
Sharp-tailed Grouse;Tympanuchus phasianellus
Greater Sage-Grouse x Sharp-tailed Grouse (hybrid);Centrocercus urophasianus x Tympanuchus phasianellus
Dusky x Sharp-tailed Grouse (hybrid);Dendragapus obscurus x Tympanuchus phasianellus
Greater Prairie-Chicken;Tympanuchus cupido
Greater Prairie-Chicken (pinnatus);Tympanuchus cupido pinnatus
Greater Prairie-Chicken (Heath Hen);Tympanuchus cupido cupido
Greater Prairie-Chicken (Attwater's);Tympanuchus cupido attwateri
Sharp-tailed Grouse x Greater Prairie-Chicken (hybrid);Tympanuchus phasianellus x cupido
Lesser Prairie-Chicken;Tympanuchus pallidicinctus
Greater x Lesser Prairie-Chicken (hybrid);Tympanuchus cupido x pallidicinctus
Greater/Lesser Prairie-Chicken;Tympanuchus cupido/pallidicinctus
White-tailed Ptarmigan;Lagopus leucura
Red Grouse;Lagopus scotica
Willow Ptarmigan;Lagopus lagopus
Rock Ptarmigan;Lagopus muta
ptarmigan sp.;Lagopus sp.
Siberian Grouse;Falcipennis falcipennis
Spruce Grouse;Canachites canadensis
Spruce Grouse (Spruce);Canachites canadensis [canadensis Group]
Spruce Grouse (Franklin's);Canachites canadensis franklinii/isleibi
Spruce Grouse (Spruce x Franklin's);Canachites canadensis [canadensis Group] x franklinii/isleibi
Ruffed/Spruce Grouse;Bonasa umbellus/Canachites canadensis
Western Capercaillie;Tetrao urogallus
Black-billed Capercaillie;Tetrao urogalloides
Western x Black-billed Capercaillie (hybrid);Tetrao urogallus x urogalloides
Western/Black-billed Capercaillie;Tetrao urogallus/urogalloides
Black Grouse;Lyrurus tetrix
Western Capercaillie x Black Grouse (hybrid);Tetrao urogallus x Lyrurus tetrix
Caucasian Grouse;Lyrurus mlokosiewiczi
grouse sp.;Tetraoninae sp.
Long-billed Partridge;Rhizothera longirostris
Dulit Partridge;Rhizothera dulitensis
Tibetan Partridge;Perdix hodgsoniae
Gray Partridge;Perdix perdix
Daurian Partridge;Perdix dauurica
Copper Pheasant;Syrmaticus soemmerringii
Reeves's Pheasant;Syrmaticus reevesii
Mikado Pheasant;Syrmaticus mikado
Elliot's Pheasant;Syrmaticus ellioti
Mrs. Hume's Pheasant;Syrmaticus humiae
Golden Pheasant;Chrysolophus pictus
Golden Pheasant (Domestic type);Chrysolophus pictus (Domestic type)
Lady Amherst's Pheasant;Chrysolophus amherstiae
Golden x Lady Amherst's Pheasant (hybrid);Chrysolophus pictus x amherstiae
Ring-necked Pheasant;Phasianus colchicus
Ring-necked Pheasant (Domestic type);Phasianus colchicus (Domestic type)
Green Pheasant;Phasianus versicolor
Ring-necked x Green Pheasant (hybrid);Phasianus colchicus x versicolor
Ring-necked/Green Pheasant;Phasianus colchicus/versicolor
Cheer Pheasant;Catreus wallichii
Tibetan Eared-Pheasant;Crossoptilon harmani
White Eared-Pheasant;Crossoptilon crossoptilon
Tibetan x White Eared-Pheasant (hybrid);Crossoptilon harmani x crossoptilon
Tibetan/White Eared-Pheasant;Crossoptilon harmani/crossoptilon
Brown Eared-Pheasant;Crossoptilon mantchuricum
Blue Eared-Pheasant;Crossoptilon auritum
Edwards's Pheasant;Lophura edwardsi
Swinhoe's Pheasant;Lophura swinhoii
Bulwer's Pheasant;Lophura bulweri
Kalij Pheasant;Lophura leucomelanos
Silver Pheasant;Lophura nycthemera
Edwards's x Silver Pheasant (hybrid);Lophura edwardsi x nycthemera
Kalij x Silver Pheasant (hybrid);Lophura leucomelanos x nycthemera
Malayan Crestless Fireback;Lophura erythrophthalma
Bornean Crestless Fireback;Lophura pyronota
Siamese Fireback;Lophura diardi
Salvadori's Pheasant;Lophura inornata
Salvadori's Pheasant (Hoogerwerf's);Lophura inornata hoogerwerfi
